City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,yeniseysk,58.4497,92.1703,0.56,85,100,5.18,RU,1731293280
367,zhanibek,49.4167,46.85,-0.09,92,6,3.15,KZ,1731293281
368,boyolangu,-8.1181,111.8935,30.47,64,93,3.84,ID,1731293282
369,gadwal,16.2333,77.8,24.98,50,74,2.97,IN,1731293283
370,pendleton,45.6721,-118.7886,10.78,84,100,0.0,US,1731293284
371,san antonio de pale,-1.4014,5.6325,25.83,85,94,4.29,GQ,1731293285
372,mirante do paranapanema,-22.2919,-51.9064,22.88,66,4,2.66,BR,1731293287
373,torbat-e heydariyeh,35.274,59.2195,8.9,55,0,0.59,IR,1731293288
374,wuyang,31.9925,116.2472,21.05,48,0,3.78,CN,1731293289
375,ascension,30.2169,-90.9001,23.38,94,14,2.9,US,1731293290
376,arteche,12.2645,125.4048,30.63,67,51,4.8,PH,1731293292
377,soller,39.7662,2.7152,16.69,83,31,1.34,ES,1731293294
378,bismarck,46.8083,-100.7837,5.91,74,75,8.75,US,1731293071
379,ulaangom,49.9811,92.0667,-2.65,45,67,0.85,MN,1731293248
380,dom pedrito,-30.9828,-54.6731,16.13,82,0,1.8,BR,1731293297
381,laguna,38.421,-121.4238,16.08,54,0,2.57,US,1731293298
382,marsh harbour,26.5412,-77.0636,25.26,86,76,9.7,BS,1731293299
383,sarikei,2.1167,111.5167,30.85,66,90,0.71,MY,1731293300
384,quatre cocos,-20.2078,57.7625,25.61,83,88,4.44,MU,1731293302
385,yelizovo,53.1873,158.3805,-2.92,93,100,4.0,RU,1731293303
386,manicore,-5.8092,-61.3003,24.28,93,96,1.21,BR,1731293304
387,midoun,33.8081,10.9923,17.92,72,30,0.72,TN,1731293305
388,stiens,53.2623,5.7577,9.99,82,75,4.63,NL,1731293307
389,shira,54.4911,89.9531,0.69,58,14,8.41,RU,1731293308
390,whitehorse,60.7161,-135.0538,-1.57,86,75,4.12,CA,1731293115
391,lazaro cardenas,17.9583,-102.2,26.47,83,8,2.31,MX,1731293311
392,pudasjarvi,65.3833,26.9167,-1.24,91,49,1.97,FI,1731293312
393,waraseoni,21.75,80.0333,22.82,59,0,1.97,IN,1731293313
394,taltal,-25.4,-70.4833,17.42,81,25,1.28,CL,1731293288
395,juan griego,11.0817,-63.9655,26.55,87,87,3.32,VE,1731293316
396,debre birhan,9.6833,39.5333,7.51,85,95,1.63,ET,1731293319
397,blagoveshchenka,52.8333,79.8667,0.31,97,100,7.22,RU,1731293320
398,uvalde,29.3669,-99.767,21.89,48,0,0.0,US,1731293321
399,port elizabeth,-33.918,25.5701,15.17,93,20,3.09,ZA,1731293261
400,thanh hoa,19.8,105.7667,26.15,58,94,1.28,VN,1731293122
401,vernon,50.2581,-119.2691,7.74,80,100,0.51,CA,1731293324
402,filadelfia,39.9523,-75.1638,15.03,90,100,5.14,US,1731293073
403,lorengau,-2.0226,147.2712,27.3,83,96,3.75,PG,1731293327
404,antofagasta,-23.65,-70.4,16.6,83,54,2.07,CL,1731293099
405,revda,56.801,59.9303,-6.84,93,100,4.31,RU,1731293329
406,port lincoln,-34.7333,135.8667,18.47,77,85,5.26,AU,1731293330
407,todos santos,23.45,-110.2167,21.91,77,4,2.85,MX,1731293331
408,machico,32.7,-16.7667,20.35,77,20,5.14,PT,1731293332
409,santa cruz del sur,20.7147,-77.9956,25.09,86,4,3.14,CU,1731293333
410,taro,-8.3862,115.28,28.26,66,42,1.06,ID,1731293335
411,poronaysk,49.2167,143.1167,2.56,53,8,8.63,RU,1731293336
412,prince rupert,54.3161,-130.3201,8.05,73,100,11.83,CA,1731293337
413,york,40.1254,-77.0,10.2,90,100,4.54,US,1731293338
414,senanga,-16.1167,23.2667,22.57,74,78,2.38,ZM,1731293339
415,vilyuysk,63.7553,121.6247,-11.01,94,100,2.46,RU,1731293340
416,shahr-e babak,30.1165,55.1186,12.69,44,100,0.76,IR,1731293341
417,alamosa,37.4695,-105.87,-5.01,86,0,2.57,US,1731293343
418,sibundoy,1.2048,-76.9237,13.97,97,100,1.71,CO,1731292900
419,naha,26.2125,127.6811,28.15,78,40,5.66,JP,1731293345
420,kangding,30.0513,101.9603,13.89,53,22,1.41,CN,1731293346
421,onega,63.9061,38.1404,-0.01,92,76,3.24,RU,1731293347
422,pana,39.3889,-89.0801,10.82,87,0,2.87,US,1731293348
423,korla,41.7597,86.1469,8.01,47,1,3.92,CN,1731293349
424,ciudad guayana,8.3533,-62.6528,27.09,72,18,3.39,VE,1731293296
425,jutai,-5.1833,-68.9,24.36,88,100,1.35,BR,1731293352
426,harstad,68.799,16.5293,6.45,90,54,2.9,NO,1731293353
427,atasu,48.6814,71.6433,0.02,98,100,8.09,KZ,1731293354
428,peterborough,52.5736,-0.2478,9.42,87,100,4.63,GB,1731293355
429,puerto armuelles,8.2833,-82.8667,23.94,92,100,1.79,PA,1731293356
430,walvis bay,-22.9575,14.5053,12.49,91,2,0.48,NA,1731293357
431,northview,43.0456,-85.6006,12.1,89,75,8.75,US,1731293359
432,kavieng,-2.5744,150.7967,29.75,69,90,5.5,PG,1731293360
433,waingapu,-9.6567,120.2641,32.29,50,6,6.06,ID,1731293361
434,chinchilla,-26.75,150.6333,32.23,49,92,1.79,AU,1731293362
435,ugoofaaru,5.6667,73.0,28.09,71,16,2.89,MV,1731293363
436,dondo,-19.6094,34.7431,24.73,97,47,1.77,MZ,1731293364
437,maralal,1.0968,36.698,14.54,84,62,2.33,KE,1731293366
438,ta`u,-14.2336,-169.5144,27.08,83,88,6.97,AS,1731293367
439,argostolion,38.1811,20.489,11.53,51,100,5.2,GR,1731293368
440,oposhnya,49.9565,34.6123,5.04,86,100,2.28,UA,1731293369
441,bunia,1.5667,30.25,16.62,98,100,1.71,CD,1731293370
442,radyvyliv,50.1299,25.2558,1.76,79,7,2.69,UA,1731293371
443,huancavelica,-12.7667,-74.9833,4.63,82,100,2.45,PE,1731293372
444,dudinka,69.4058,86.1778,-24.83,97,64,3.77,RU,1731293373
445,fraserburgh,57.6874,-2.0184,8.95,78,16,10.25,GB,1731293375
446,rabigh,22.7986,39.0349,27.54,65,25,3.43,SA,1731293376
447,alofi,-19.0595,-169.9187,24.94,83,100,8.75,NU,1731293377
448,rameswaram,9.2833,79.3,27.4,76,16,8.44,IN,1731293378
449,nosy varika,-20.5833,48.5333,24.35,91,90,3.34,MG,1731293380
450,crescent city,41.756,-124.2018,14.71,85,100,4.12,US,1731293382
451,inari,68.906,27.0288,-2.21,85,98,1.89,FI,1731293383
452,indiana,40.0003,-86.2503,12.59,74,0,2.57,US,1731293384
453,el bauga,18.262,33.9081,24.23,33,100,5.56,SD,1731293385
454,bahir dar,11.5936,37.3908,14.81,85,8,1.87,ET,1731293386
455,sittwe,20.15,92.9,26.93,70,84,1.9,MM,1731293387
456,pandan,14.0453,124.1694,30.07,71,100,5.15,PH,1731293388
457,puerto baquerizo moreno,-0.9,-89.6,20.85,74,100,3.89,EC,1731293228
458,tolanaro,-25.0319,46.9987,24.04,88,0,5.14,MG,1731293391
459,mahavelona,-17.6848,49.5087,24.97,86,49,2.0,MG,1731293392
460,jiuquan,39.7432,98.5174,9.29,36,17,3.67,CN,1731293393
461,nar'yan-mar,67.6713,53.087,-10.5,87,29,2.77,RU,1731293394
462,uglegorsk,49.0833,142.0333,2.16,57,99,9.92,RU,1731293395
463,khanty-mansiysk,61.0042,69.0019,-9.94,79,40,4.0,RU,1731293396
464,lycksele,64.5954,18.6735,0.93,100,100,2.06,SE,1731293397
465,sao joao da barra,-21.6403,-41.0511,21.25,81,45,3.38,BR,1731293399
466,smithers,54.7804,-127.1743,2.18,75,100,4.63,CA,1731293400
467,nacozari de garcia,30.3742,-109.6908,12.05,43,88,1.34,MX,1731293401
468,bar-sur-aube,48.25,4.5833,7.62,98,71,1.73,FR,1731293402
469,qubadli,39.344,46.582,7.31,70,100,0.64,AZ,1731293403
470,tangalle,6.024,80.7911,27.84,77,40,2.39,LK,1731293405
471,carauari,-4.8828,-66.8958,22.6,94,96,0.59,BR,1731293406
472,muroto-misakicho,33.2833,134.15,20.02,72,0,0.7,JP,1731293407
473,mont-dore,-22.2833,166.5833,27.75,57,29,8.18,NC,1731293408
474,albertina,-22.2008,-46.6158,17.48,88,1,2.24,BR,1731293409
475,labrador city,52.9463,-66.9114,-2.05,69,20,5.14,CA,1731293296
476,adh dhibiyah,24.5014,45.9686,18.67,41,21,3.0,SA,1731293412
477,minas de marcona,-15.2119,-75.1103,13.85,86,83,4.62,PE,1731293414
478,hermanus,-34.4187,19.2345,13.22,86,12,4.18,ZA,1731293415
479,praia da vitoria,38.7333,-27.0667,20.14,88,75,7.41,PT,1731293416
480,ciudad de armeria,18.9333,-103.9667,25.11,83,21,0.97,MX,1731293417
481,westport,41.1415,-73.3579,14.89,85,100,5.14,US,1731293185
482,linares,-35.85,-71.6,9.03,72,0,3.61,CL,1731293421
483,juli,-16.2167,-69.45,8.27,70,80,3.2,PE,1731293422
484,kyabe,9.4515,18.9449,24.74,34,94,0.61,TD,1731293423
485,anadyr,64.75,177.4833,-8.72,86,20,1.0,RU,1731293424
486,al wajh,26.2455,36.4525,24.97,41,0,3.09,SA,1731293425
487,franklin,39.9667,-83.0166,17.18,93,75,6.69,US,1731293427
488,kurnool,15.8309,78.0425,25.03,55,15,2.39,IN,1731293428
489,carolina beach,34.0352,-77.8936,21.68,86,100,3.91,US,1731293429
490,nelson bay,-32.7167,152.15,22.27,78,100,3.13,AU,1731293430
491,opuwo,-18.0607,13.84,20.59,33,80,1.16,NA,1731293431
492,mabaruma,8.2,-59.7833,26.1,86,56,1.67,GY,1731293432
493,jiangyou,31.7667,104.7167,16.27,80,100,0.43,CN,1731293433
494,inhambane,-23.865,35.3833,23.9,87,100,3.56,MZ,1731293435
495,rongelap,11.1635,166.8941,28.34,75,2,8.49,MH,1731293436
496,fukuecho,32.6881,128.8419,22.2,68,40,5.14,JP,1731293437
497,ulsteinvik,62.3432,5.8487,10.73,71,100,4.05,NO,1731293438
498,cataguases,-21.3892,-42.6967,18.89,85,83,1.72,BR,1731293439
499,hlybokaye,55.1382,27.6879,2.18,93,100,2.53,BY,1731293440
500,yashkul',46.1711,45.3435,4.0,80,11,2.36,RU,1731293441
501,grand falls-windsor,48.9332,-55.6649,2.36,78,98,5.42,CA,1731293443
502,plouguerneau,48.6,-4.5,7.36,93,85,1.54,FR,1731293444
503,nabire,-3.3667,135.4833,30.72,63,36,2.83,ID,1731293445
504,soddy-daisy,35.2359,-85.1908,16.85,90,93,2.39,US,1731293446
505,rio grande,-32.035,-52.0986,19.3,83,0,6.58,BR,1731293312
506,puerto escondido,15.85,-97.0667,26.31,85,16,1.07,MX,1731293448
507,ouadda,8.0777,22.4007,19.54,89,100,1.21,CF,1731293449
508,kerikeri,-35.2268,173.9474,15.42,98,100,1.59,NZ,1731293452
509,saint-joseph,-21.3667,55.6167,24.21,82,34,3.73,RE,1731293453
510,puerto gaitan,4.3133,-72.0816,23.81,88,100,1.59,CO,1731293454
511,broome,42.2506,-75.833,7.73,93,100,6.17,US,1731293378
512,bure,10.7,37.0667,12.1,87,10,1.98,ET,1731293456
513,tarauaca,-8.1614,-70.7656,24.64,80,35,1.52,BR,1731293457
514,gambiran satu,-8.3939,114.1464,30.72,58,71,2.54,ID,1731293459
515,adrar,20.5022,-10.0711,21.2,16,66,3.23,MR,1731293460
516,fruita,39.1589,-108.729,8.64,62,0,0.0,US,1731293461
517,qashyr,53.0675,76.1036,-4.77,85,100,3.02,KZ,1731293462
518,salym,60.0625,71.4789,-10.23,90,100,5.47,RU,1731293464
519,dayr mawas,27.6418,30.8466,16.34,49,2,2.26,EG,1731293465
520,at taj,24.2049,23.2857,13.91,44,0,3.31,LY,1731293467
521,point fortin,10.1833,-61.6833,27.43,76,100,6.51,TT,1731293384
522,general mosconi,-23.1851,-62.303,28.07,35,0,4.95,AR,1731293469
523,east ballina,-28.8667,153.5833,22.4,91,100,3.12,AU,1731293470
524,colonia,50.9333,6.95,10.07,92,100,1.54,DE,1731293472
525,ban su-ngai pa di,6.0724,101.8717,29.15,73,98,0.5,TH,1731293473
526,ivankiv,50.9386,29.8943,0.46,96,13,1.62,UA,1731293475
527,santa maria del oro,25.9333,-105.3667,15.29,49,0,1.48,MX,1731293476
528,dinar,38.065,30.1656,5.98,83,100,1.4,TR,1731293477
529,akjoujt,19.6969,-14.4164,23.93,15,35,4.86,MR,1731293478
530,mermoz boabab,14.7065,-17.4758,24.88,83,0,3.09,SN,1731293479
531,sokcho,38.2083,128.5911,18.34,63,75,5.14,KR,1731293481
532,afzalgarh,29.4,78.6833,22.22,58,0,1.31,IN,1731293483
533,mana,5.6592,-53.7767,27.26,80,99,5.51,GF,1731293484
534,liwale,-9.7667,37.9333,20.7,94,33,2.1,TZ,1731293485
535,ambon,-3.6954,128.1814,30.08,74,40,2.06,ID,1731293486
536,nouadhibou,20.931,-17.0347,22.99,38,0,5.66,MR,1731293487
537,constitucion,-35.3333,-72.4167,10.48,79,0,3.98,CL,1731293262
538,greymouth,-42.4667,171.2,14.5,63,54,3.31,NZ,1731293260
539,tari,-11.1105,14.3559,18.77,98,100,0.76,AO,1731293491
540,west valley,46.5921,-120.6051,7.75,86,100,0.45,US,1731293492
541,tshabong,-26.05,22.45,19.19,25,15,4.76,BW,1731293493
542,errachidia,31.9275,-4.4285,14.03,58,0,0.0,MA,1731293494
543,erdenet,49.0333,104.0833,-2.27,44,72,3.6,MN,1731293495
544,carnarvon,-24.8667,113.6333,23.99,52,72,9.09,AU,1731293496
545,yei,4.095,30.6779,18.31,99,93,1.67,SS,1731293498
546,karratha,-20.7377,116.8463,34.19,27,6,6.31,AU,1731293499
547,dong ha,16.8163,107.1003,25.39,70,99,2.8,VN,1731293501
548,sangin,32.0728,64.8359,12.57,42,0,1.3,AF,1731293502
549,ritchie,-29.038,24.6028,15.57,67,1,3.61,ZA,1731293503
550,mossel bay,-34.1831,22.146,13.96,81,95,3.68,ZA,1731293504
551,balkashino,52.5167,68.7667,-10.3,97,100,2.36,KZ,1731293506
552,andergrove,-21.0833,149.1833,27.14,63,100,5.26,AU,1731293507
553,punta del este,-34.9667,-54.95,18.26,85,100,3.09,UY,1731293508
554,williams lake,52.1415,-122.1445,7.81,75,100,10.29,CA,1731293509
555,seven pagodas,12.6264,80.1722,27.13,75,81,6.78,IN,1731293510
556,clodomira,-27.5744,-64.1311,29.99,39,32,2.88,AR,1731293511
557,ust-tsilma,65.441,52.1498,-8.13,98,85,1.48,RU,1731293512
558,al 'aziziyah,32.9058,45.0616,20.98,45,44,2.59,IQ,1731293513
559,altai,46.3722,96.2583,-2.61,56,19,5.18,MN,1731293515
560,zambezi,-13.5432,23.1047,17.89,95,12,2.09,ZM,1731293516
561,kasongo,-4.45,26.6667,18.15,99,99,0.35,CD,1731293517
562,kayangel,8.0823,134.7173,28.55,69,100,0.83,PW,1731293518
563,balabac,7.9868,117.0645,30.06,67,92,1.04,PH,1731293519
564,athlone,53.4333,-7.95,6.09,93,95,0.89,IE,1731293520
565,general conesa,-40.1,-64.4333,18.77,23,94,12.59,AR,1731293521
566,abashiri,44.0213,144.2697,10.16,66,40,6.69,JP,1731293523
567,santa isabel,-23.3156,-46.2214,16.61,97,16,0.63,BR,1731293417
568,quellon,-43.1167,-73.6167,5.75,91,10,2.78,CL,1731293525
569,bairnsdale,-37.8333,147.6167,22.81,60,80,2.68,AU,1731293526
570,mildura,-34.2,142.15,23.93,51,99,7.17,AU,1731293527
571,la passe,45.5549,-0.8967,14.63,71,100,3.86,FR,1731293528
572,cill airne,52.05,-9.5167,7.24,92,47,0.76,IE,1731293529
573,tinajo,29.0788,-13.7081,21.49,53,0,6.69,ES,1731293531
574,burang,30.25,81.1667,0.03,47,0,1.83,CN,1731293532
575,arauca,7.0847,-70.7591,24.98,100,20,0.0,CO,1731293533
576,saldanha,-33.0117,17.9442,13.03,84,12,4.48,ZA,1731293534
577,pokhvistnevo,53.6524,52.1274,-2.95,80,5,2.35,RU,1731293535
578,esperantinopolis,-4.8667,-44.7083,26.84,67,70,2.99,BR,1731293536
579,acarau,-2.8856,-40.12,25.45,82,29,7.49,BR,1731293537
580,hibbing,47.4272,-92.9377,7.27,96,100,4.12,US,1731293538
581,zuwarah,32.9312,12.082,19.94,75,9,2.38,LY,1731293540
582,belyy yar,53.6039,91.3903,0.94,75,0,5.0,RU,1731293541
583,nikolayevsk-on-amure,53.1406,140.73,-2.23,80,100,6.51,RU,1731293542
584,siocon,7.7061,122.1353,30.04,70,71,1.7,PH,1731293543
585,kooringal,-35.1428,147.3771,27.31,26,100,1.87,AU,1731293544
586,chul'man,56.8479,124.9104,-13.61,87,96,0.95,RU,1731293545
587,mhamid,29.82,-5.72,20.66,36,95,4.58,MA,1731293546
588,ambikapur,23.1167,83.2,21.96,55,0,1.36,IN,1731293548
589,loei,17.4167,101.5,19.65,58,32,1.32,TH,1731293549
590,sona,45.4388,10.8255,2.51,93,0,1.54,IT,1731293550
591,mumford,5.2618,-0.759,25.69,83,5,2.06,GH,1731293551
592,port isabel,26.0734,-97.2086,25.57,90,20,2.24,US,1731293552
593,malakal,9.5334,31.6605,24.78,70,51,1.43,SS,1731293553
594,thunder bay,48.4001,-89.3168,5.99,100,100,1.03,CA,1731293475
595,tete,-16.1564,33.5867,30.05,48,0,2.57,MZ,1731293556
596,konstantinovka,49.6167,127.9833,-1.49,44,100,1.45,RU,1731293557
597,bako,5.7833,36.5667,17.1,81,45,1.83,ET,1731293558
598,valenca do piaui,-6.4075,-41.7456,26.9,54,98,0.38,BR,1731293559
599,chortoq,41.0666,71.8553,5.97,57,24,1.71,UZ,1731293560
600,shakawe,-18.3667,21.85,21.95,77,97,2.18,BW,1731293561
601,salahonda,2.1019,-78.7217,25.02,79,96,5.18,CO,1731293563
